,entity_id,name,category_code,status,country_code,first_investment_at,last_investment_at,investment_rounds,invested_companies,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships,Average_inevstment_time
144716,31832,Avidia,advertising,1,USA,,,0,0,06/05/2005,09/05/2006,2,72300000,,,0,3,50.0
144722,31838,ThumbJive,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
144723,31839,SunPower Corporation,cleantech,1,USA,,,0,0,,,0,0,01/01/2010,15/06/2011,3,34,50.0
144725,31840,PowerLight,cleantech,1,unknown,,,0,0,,,0,0,,,0,8,50.0
144733,3185,kwiry,mobile,0,USA,,,0,0,20/03/2008,20/03/2008,1,1000000,01/10/2006,01/06/2009,4,5,50.0
144734,31850,AorTx,biotech,1,USA,,,0,0,12/12/2006,12/12/2006,1,5800000,,,0,0,50.0
144735,31852,Coapt Systems,biotech,1,USA,,,0,0,29/03/2007,29/12/2009,2,26320000,,,0,1,50.0
144740,31861,AdnaGen,biotech,1,DEU,,,0,0,,,0,0,,,0,2,50.0
144744,31865,Xradia,biotech,1,USA,,,0,0,08/03/2007,08/03/2007,1,7000000,01/01/2006,01/01/2006,1,2,50.0
144745,31866,Ahura Scientific,other,1,USA,,,0,0,19/01/2005,09/03/2007,2,17000000,01/01/2009,01/01/2009,1,6,50.0
144747,31868,Bacchus Vascular,biotech,1,USA,,,0,0,17/04/2007,17/04/2007,1,6500000,01/01/2008,01/01/2008,1,3,50.0
144748,31869,Novathera,biotech,1,GBR,,,0,0,,,0,0,,,0,0,50.0
144749,3187,Replay Solutions,software,1,USA,,,0,0,05/12/2006,18/08/2008,2,15200000,,,0,13,50.0
144751,31871,Chengdu Rongsheng Pharmaceutical,biotech,1,CHN,,,0,0,,,0,0,,,0,1,50.0
144754,31874,Corbett Life Science,biotech,1,AUS,,,0,0,,,0,0,01/01/2000,01/01/2000,1,2,50.0
144757,31877,Sentry Wireless,mobile,0,IRL,,,0,0,01/12/2007,01/12/2007,1,1107075,,,0,0,50.0
144759,31879,Olerup SSP,biotech,1,SWE,,,0,0,,,0,0,,,0,1,50.0
144763,31883,Neuropure,biotech,0,USA,,,0,0,20/03/2007,20/03/2007,1,500000,,,0,0,50.0
144765,31885,FUN Technologies,unknown,1,CAN,,,0,0,,,0,0,01/08/2004,01/08/2004,1,3,50.0
144768,31888,Digital Fuel,software,1,USA,,,0,0,29/03/2007,29/03/2007,1,5000000,01/02/2011,01/02/2011,1,6,50.0
144787,31909,Dyyno,games_video,0,USA,,,0,0,01/01/2007,22/04/2011,3,14078664,01/01/2009,01/01/2009,1,6,50.0
144790,31912,Lagan Technologies,software,1,IRL,,,0,0,01/06/2006,01/06/2006,1,11210000,,,0,2,50.0
144791,31914,CardioDigital,biotech,1,GBR,,,0,0,,,0,0,,,0,1,50.0
144792,31915,Covidien,biotech,1,IRL,,,0,0,,,0,0,01/03/2011,17/08/2011,2,24,50.0
144793,31916,Talecris Biotherapeutics,biotech,1,USA,,,0,0,,,0,0,01/01/2006,04/10/2013,3,4,50.0
144795,31918,Diagnotec,biotech,1,CHL,,,0,0,,,0,0,,,0,0,50.0
144798,31920,InstrumeC,biotech,1,NOR,,,0,0,,,0,0,,,0,0,50.0
144799,31921,Dako Denmark,biotech,1,DNK,,,0,0,,,0,0,01/01/1990,21/06/2012,2,5,50.0
144806,3193,Scalent Systems,public_relations,1,USA,,,0,0,22/01/2007,22/01/2007,1,15000000,01/01/2006,01/01/2006,1,7,50.0
144809,31935,Koreanclick,games_video,1,unknown,,,0,0,,,0,0,,,0,0,50.0
144810,31936,NeoGuide Systems,biotech,1,USA,,,0,0,29/09/2006,29/09/2006,1,25000000,01/01/2004,01/01/2004,1,3,50.0
144829,31959,Innogenetics,biotech,1,BEL,21/08/2007,21/08/2007,1,1,19/10/2005,19/10/2005,1,9560000,01/01/1990,01/01/1990,1,6,0.0
144830,3196,CITTIO,software,0,USA,,,0,0,02/03/2005,29/03/2006,2,11500000,01/01/2006,01/01/2006,1,2,50.0
144831,31960,Solvay Pharmaceuticals,biotech,1,MMR,,,0,0,,,0,0,01/10/2005,01/10/2005,1,11,50.0
144835,31964,Evalve,biotech,1,USA,,,0,0,27/11/2007,27/11/2007,1,60000000,01/01/2009,01/01/2009,1,8,50.0
144836,31965,Zonare Medical Systems,biotech,1,USA,,,0,0,21/02/2008,21/02/2008,1,30000000,01/01/2012,01/01/2012,1,14,50.0
144839,31968,Origen Therapeutics,biotech,0,USA,,,0,0,03/10/2007,03/10/2007,1,2000000,,,0,0,50.0
144840,3197,Communicado,software,0,USA,,,0,0,06/06/2006,13/08/2007,2,15600000,,,0,1,50.0
144842,31971,Active Optical MEMS,other,0,USA,,,0,0,20/07/2007,20/07/2007,1,2000000,,,0,0,50.0
144846,31976,The Fanfare Group,enterprise,1,USA,,,0,0,01/01/2005,30/11/2009,3,27085228,01/01/2007,01/01/2007,1,2,50.0
144849,3198,Yosemite Technologies,network_hosting,1,USA,,,0,0,,,0,0,,,0,1,50.0
144863,32,SpinVox,messaging,1,GBR,,,0,0,20/03/2008,03/08/2009,2,105500000,29/10/2006,12/11/2013,8,11,50.0
144864,320,Retrevo,web,1,USA,,,0,0,01/02/2006,20/03/2008,3,11900000,01/04/2009,09/07/2013,4,10,50.0
144868,32008,ValiPharma,biotech,1,GBR,,,0,0,,,0,0,,,0,2,50.0
144871,32010,Arius Research,biotech,1,CAN,,,0,0,18/11/2005,01/03/2006,2,23500000,,,0,3,50.0
144872,32011,Accept Software,software,1,USA,,,0,0,16/09/2005,14/12/2010,4,25305000,01/01/2006,01/01/2006,1,7,50.0
144874,32014,KangChern Environmental Science & Technology,biotech,1,CHN,,,0,0,,,0,0,,,0,0,50.0
144878,3202,Authenticlick,search,0,USA,,,0,0,01/02/2006,01/02/2006,1,5000000,01/11/2007,01/11/2007,1,8,50.0
144880,32021,Runco International,hardware,1,USA,,,0,0,,,0,0,,,0,0,50.0
144881,32023,BioSeek,biotech,1,USA,,,0,0,23/05/2007,23/05/2007,1,10000000,01/01/2004,01/01/2004,1,4,50.0
144882,32024,Amylin Pharmaceuticals,biotech,1,USA,23/05/2007,27/11/2007,2,2,,,0,0,01/01/2010,28/03/2012,2,16,0.0
144888,3203,Cogent Communications Group,network_hosting,1,USA,,,0,0,12/02/2008,12/02/2008,1,510000,03/01/2011,11/01/2011,2,13,50.0
144889,32030,Solar Notion,cleantech,0,USA,,,0,0,20/09/2007,20/09/2007,1,10000000,,,0,0,50.0
144894,32044,BiancaMed,medical,1,IRL,,,0,0,15/09/2009,15/09/2009,1,8700000,,,0,0,50.0
144898,32049,Blink Logic,software,0,USA,,,0,0,,,0,0,,,0,0,50.0
144899,3205,GasBuddy,search,1,unknown,,,0,0,01/12/1999,01/12/1999,1,4000,21/12/2010,01/01/2012,2,1,50.0
144912,3207,Ping.fm,web,1,USA,,,0,0,22/12/2008,01/01/2009,2,0,01/03/2008,02/09/2010,2,3,50.0
144925,3209,MyBlogLog,web,1,USA,,,0,0,,,0,0,01/03/2006,29/01/2012,2,8,50.0
144929,32094,ZoomSafer,mobile,1,USA,,,0,0,01/03/2009,07/03/2011,4,3350000,06/07/2010,07/03/2011,2,3,50.0
144936,32100,SpinShark,advertising,1,USA,,,0,0,,,0,0,01/10/2007,01/10/2007,1,1,50.0
144939,32103,TranSecur,security,1,USA,,,0,0,,,0,0,,,0,0,50.0
144942,32107,VidSchool,web,0,IRL,,,0,0,28/03/2009,28/03/2009,1,100000,,,0,3,50.0
144951,32118,Terriblyclever Design,mobile,1,USA,,,0,0,,,0,0,01/06/2008,27/03/2013,3,3,50.0
144957,32127,Jazz Pharmaceuticals,biotech,1,USA,,,0,0,,,0,0,01/06/2010,01/06/2010,1,7,50.0
144958,32128,Ilypsa,biotech,1,USA,,,0,0,,,0,0,01/07/2006,01/07/2006,1,7,50.0
144959,3213,Playfish,games_video,1,GBR,,,0,0,11/03/2008,28/10/2008,3,21000000,01/01/2011,23/11/2011,2,15,50.0
144965,3214,CitySquares,web,1,USA,,,0,0,01/10/2008,13/04/2010,4,422500,16/01/2010,03/12/2010,2,17,50.0
144968,32143,BubbleNoise,web,0,USA,,,0,0,01/01/2008,01/01/2008,1,0,,,0,1,50.0
144969,32144,Idooble,web,0,USA,,,0,0,01/01/2009,01/08/2010,2,400000,01/11/2008,01/11/2008,1,1,50.0
144971,32148,NuMobile,software,1,USA,,,0,0,,,0,0,02/12/2010,02/12/2010,1,0,50.0
144972,32151,Enhance Network Communication,enterprise,1,USA,,,0,0,,,0,0,,,0,0,50.0
144975,32156,Tandberg,public_relations,1,USA,,,0,0,,,0,0,01/01/2008,29/03/2010,2,4,50.0
144976,32157,RunMyProcess,enterprise,1,FRA,,,0,0,12/07/2010,12/07/2010,1,2200000,24/03/2011,01/11/2013,2,3,50.0
144978,3216,Rapt,software,1,USA,,,0,0,24/01/2006,24/01/2006,1,11230000,,,0,8,50.0
144981,32164,NeurogesX,biotech,1,USA,,,0,0,03/08/2011,29/03/2012,3,24183611,01/01/2009,01/01/2009,1,7,50.0
144982,32165,Cytyc,biotech,1,USA,17/12/2009,17/12/2009,1,1,,,0,0,,,0,13,0.0
144983,32167,Adiana,biotech,1,USA,,,0,0,25/08/2005,25/08/2005,1,23000000,,,0,3,50.0
144984,32168,reCAPTCHA,security,1,unknown,,,0,0,,,0,0,29/03/2012,29/03/2012,1,0,50.0
144992,3218,aQuantive,web,1,USA,,,0,0,,,0,0,01/01/2006,10/05/2011,2,15,50.0
144993,32180,Piramed,biotech,1,GBR,,,0,0,,,0,0,,,0,3,50.0
144994,32182,IUT Institut fÃ¼r Umwelttechnologien,biotech,1,DEU,,,0,0,,,0,0,,,0,2,50.0
144995,32183,Perot Systems,enterprise,1,USA,,,0,0,,,0,0,01/01/2005,16/05/2012,3,16,50.0
144997,32185,Atlanchim Pharma,biotech,1,FRA,,,0,0,,,0,0,,,0,2,50.0
144999,32187,iGENE Therapeutics,unknown,1,JPN,,,0,0,,,0,0,,,0,0,50.0
145001,32189,Karyon-CTT,biotech,1,FIN,,,0,0,,,0,0,,,0,1,50.0
145002,3219,ADTECHIQ,web,1,DEU,,,0,0,,,0,0,01/06/2009,22/10/2013,2,4,50.0
145006,32193,ESS Magyarorszag,biotech,1,unknown,,,0,0,,,0,0,,,0,0,50.0
145008,32195,Catapult Genetics,biotech,1,AUS,,,0,0,16/03/2005,16/03/2005,1,2000000,,,0,2,50.0
145010,3220,Lightningcast,web,1,USA,,,0,0,,,0,0,01/06/2006,27/09/2007,2,5,50.0
145012,32202,Others Online,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
145024,32215,OptionEase,software,1,USA,,,0,0,19/11/2007,13/04/2011,3,4000000,,,0,1,50.0
145031,32223,Gridiron Bash,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
145034,32226,Gimme5Games,games_video,1,unknown,,,0,0,,,0,0,,,0,0,50.0
145038,3223,Omnisio,games_video,1,USA,,,0,0,01/01/2008,01/01/2008,1,0,29/01/2009,29/01/2009,1,4,50.0
145039,32231,Cartela AB,biotech,1,SWE,,,0,0,26/04/2006,26/04/2006,1,2670000,,,0,0,50.0
145060,3226,Mixwit,games_video,0,unknown,,,0,0,01/01/2008,01/01/2008,1,0,18/12/2008,18/12/2008,1,2,50.0
145066,32265,ScanWind,cleantech,1,unknown,,,0,0,,,0,0,,,0,0,50.0
145069,3227,Deluux,network_hosting,0,USA,,,0,0,01/01/2008,01/01/2008,1,0,14/03/2008,12/02/2012,2,2,50.0
145079,3228,Wundrbar,search,0,USA,,,0,0,01/01/2008,01/01/2008,1,0,14/03/2008,14/03/2008,1,2,50.0
145089,3229,Kirkland North,games_video,0,unknown,,,0,0,01/01/2008,10/10/2008,2,225000,21/03/2008,21/03/2008,1,2,50.0
145091,32291,RedPill Solutions,enterprise,1,SGP,,,0,0,,,0,0,,,0,0,50.0
145094,32294,MaxiScale,software,1,USA,,,0,0,,,0,0,01/07/2008,01/07/2008,1,6,50.0
145097,32297,Interactive Supercomputing,enterprise,1,USA,,,0,0,17/01/2006,24/10/2007,2,15500000,01/01/2007,01/01/2007,1,3,50.0
145100,323,Qualcomm,semiconductor,1,USA,01/09/2006,30/10/2013,30,26,,,0,0,01/01/2013,09/12/2013,3,70,0.23
145110,3231,YumDots,mobile,0,unknown,,,0,0,01/01/2008,01/01/2008,1,0,14/03/2008,14/03/2008,1,2,50.0
145113,32312,Direct Drive Systems,cleantech,1,USA,,,0,0,,,0,0,,,0,0,50.0
145116,32315,Clarient,biotech,1,USA,,,0,0,19/05/2009,19/05/2009,1,40000000,01/01/2008,01/01/2008,1,5,50.0
145119,3232,280 North,public_relations,1,unknown,,,0,0,01/01/2008,01/03/2008,2,250000,01/01/2010,24/08/2010,2,6,50.0
145125,32332,Shumbi,software,0,USA,,,0,0,,,0,0,30/12/2010,30/12/2011,2,3,50.0
145131,3234,Planypus,web,1,USA,,,0,0,,,0,0,,,0,6,50.0
145132,32340,WebPencil.com,advertising,1,USA,,,0,0,,,0,0,,,0,0,50.0
145141,32352,Bigstock,web,1,USA,,,0,0,,,0,0,23/09/2009,01/10/2013,2,2,50.0
145144,32355,Gospelr,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
145159,32370,FilmSite.org,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
145161,32372,FilmCritic.com,web,1,unknown,,,0,0,,,0,0,,,0,0,50.0
145162,32373,Sciele Pharma,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
145166,32377,Daixe,software,0,MEX,,,0,0,01/07/2009,01/07/2009,1,20000,01/06/2009,01/06/2009,1,5,50.0
145168,32379,BarNone,ecommerce,1,USA,,,0,0,,,0,0,,,0,0,50.0
145170,32380,Alltel,public_relations,1,USA,,,0,0,,,0,0,01/12/2000,01/12/2000,1,9,50.0
145171,32381,Zoran,games_video,1,unknown,,,0,0,,,0,0,,,0,18,50.0
145172,32382,Let it Wave,semiconductor,1,unknown,,,0,0,09/02/2006,09/02/2006,1,7180000,,,0,1,50.0
145173,32383,Goby,search,1,USA,,,0,0,20/10/2010,20/10/2010,1,2500000,01/03/2008,09/11/2010,3,4,50.0
145174,32384,Biotec Centre,biotech,1,FRA,,,0,0,,,0,0,,,0,0,50.0
145175,32385,YoVille,games_video,1,unknown,,,0,0,,,0,0,,,0,0,50.0
145177,32387,Labtec,biotech,1,DEU,,,0,0,,,0,0,,,0,2,50.0
145179,32389,ViRexx Medical,biotech,1,CAN,,,0,0,,,0,0,,,0,0,50.0
145180,3239,Whitenoise Networks,web,0,USA,,,0,0,01/01/2007,01/01/2007,1,0,,,0,0,50.0
145181,32390,Paladin Labs,biotech,1,CAN,,,0,0,,,0,0,,,0,2,50.0
145182,32391,CellTran,biotech,1,GBR,,,0,0,01/02/2005,21/08/2007,3,7273408,,,0,2,50.0
145184,32394,BASF,biotech,1,DEU,,,0,0,,,0,0,01/05/2013,20/09/2013,2,5,50.0
145188,324,SplashCast,advertising,0,USA,,,0,0,20/03/2008,20/03/2008,1,4000000,06/02/2008,17/06/2009,3,8,50.0
145189,3240,writewith,web,0,USA,,,0,0,01/01/2007,01/01/2007,1,0,12/04/2007,12/04/2007,1,0,50.0
145196,3241,Socialmoth,web,0,USA,,,0,0,01/01/2007,01/01/2007,1,0,09/03/2007,09/03/2007,1,0,50.0
145199,32412,Zogenix,biotech,1,USA,,,0,0,28/08/2006,13/07/2010,5,163962156,01/08/2006,12/11/2013,2,11,50.0
145203,32416,Ripple TV,advertising,1,USA,,,0,0,01/01/2007,01/03/2009,3,19000000,01/01/2003,01/01/2006,2,2,50.0
145204,32417,Digeo,hardware,1,USA,,,0,0,,,0,0,01/01/2005,01/01/2005,1,6,50.0
145207,3242,Snipshot,web,1,CAN,,,0,0,01/03/2006,01/01/2007,2,0,01/01/2006,09/03/2007,2,2,50.0
145211,32423,Mercury solar systems,cleantech,1,USA,,,0,0,12/08/2008,12/08/2008,1,0,,,0,0,50.0
145212,32424,Kukunu,travel,1,GBR,,,0,0,01/05/2010,01/05/2010,1,400000,01/01/2009,20/07/2010,3,2,50.0
145213,32425,Noble Environmental Power,cleantech,1,USA,,,0,0,,,0,0,,,0,0,50.0
145215,32428,CardioMind,biotech,0,USA,,,0,0,31/03/2008,31/03/2008,1,22000000,,,0,1,50.0
145219,32432,Berkeley HealthLab,biotech,1,USA,,,0,0,,,0,0,01/01/2006,01/01/2006,1,4,50.0
145221,32434,Inspira,cleantech,1,ESP,,,0,0,,,0,0,,,0,0,50.0
145222,32435,Boston Scientific,unknown,1,USA,11/04/2005,08/08/2013,9,8,,,0,0,01/01/2007,25/05/2011,2,96,0.89
145223,32436,Accuray,biotech,1,USA,,,0,0,,,0,0,01/12/2002,01/12/2002,1,12,50.0
145224,32437,Endotex,biotech,1,unknown,,,0,0,,,0,0,,,0,4,50.0
145227,32440,Ronin,software,1,unknown,,,0,0,,,0,0,01/01/1992,01/01/1992,1,3,50.0
145229,32447,BioForm Medical,biotech,1,USA,,,0,0,,,0,0,,,0,1,50.0
145231,3245,SAP,enterprise,1,DEU,19/05/2008,10/09/2013,2,2,,,0,0,22/05/2012,11/12/2013,3,206,2.5
145240,3246,IBM,software,1,USA,28/08/2000,25/03/2008,2,2,,,0,0,10/03/2010,09/12/2013,5,870,4.0
145249,32470,SimGym,software,0,USA,,,0,0,01/06/2009,01/06/2009,1,6500,,,0,5,50.0
145252,32475,Waze,transportation,1,USA,,,0,0,01/03/2008,18/10/2011,3,67000000,29/04/2009,25/11/2013,5,18,50.0
145255,32479,The Peer Group,enterprise,1,CAN,,,0,0,,,0,0,,,0,0,50.0
145256,32480,M Booth & Associates,advertising,1,USA,,,0,0,,,0,0,01/01/2010,01/01/2010,1,2,50.0
145261,32485,Nestor Traffic Systems,other,1,USA,,,0,0,,,0,0,,,0,0,50.0
145263,32487,Worldwide Compensation,enterprise,1,USA,,,0,0,,,0,0,,,0,0,50.0
145265,32491,Enobia Pharma,biotech,1,CAN,,,0,0,18/01/2005,08/08/2011,5,158187309,,,0,21,50.0
145266,32492,Free & Clear,health,1,USA,,,0,0,01/01/2010,01/01/2010,1,10000000,,,0,2,50.0
145268,32494,Alere,hardware,1,USA,,,0,0,,,0,0,01/07/2011,01/08/2013,3,39,50.0
145269,32495,Medical Dictation Services,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
145270,32496,Transcend Services,software,1,USA,,,0,0,,,0,0,01/01/1995,03/02/2011,2,4,50.0
145271,32497,Jack Henry & Associates,enterprise,1,unknown,,,0,0,,,0,0,01/01/2009,01/01/2009,1,1,50.0
145272,32498,Goldleaf Financial Solutions,enterprise,1,USA,,,0,0,,,0,0,01/01/2008,01/01/2008,1,2,50.0
145274,325,Brightcove,enterprise,1,USA,20/11/2013,20/11/2013,1,1,01/03/2005,05/04/2010,6,103100000,17/02/2012,14/05/2013,3,37,0.0
145276,32500,BridgeForward Software,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
145278,32502,Systems Pathology Company,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
145281,32505,ChanneLinx,enterprise,1,USA,,,0,0,,,0,0,,,0,0,50.0
145283,32507,Pervasis Therapeutics,biotech,0,USA,,,0,0,26/08/2005,31/08/2009,3,44530000,01/03/2011,01/03/2011,1,5,50.0
145286,32510,United Business Media (UBM),web,1,GBR,,,0,0,,,0,0,01/01/2012,01/01/2012,1,3,50.0
145289,32514,RISI,web,1,USA,,,0,0,,,0,0,,,0,0,50.0
145290,32515,Tourtellotte Solutions,enterprise,1,USA,,,0,0,,,0,0,,,0,0,50.0
145291,32516,Candela,biotech,1,USA,,,0,0,,,0,0,01/01/2004,01/01/2004,1,2,50.0
145294,32519,Otologics,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
145295,3252,DayPort,advertising,1,USA,,,0,0,,,0,0,,,0,0,50.0
145297,32521,Denville Scientific,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
145298,32522,Harvard Bioscience,biotech,1,USA,,,0,0,,,0,0,01/07/2011,01/07/2011,1,1,50.0
145299,32524,Hawaii Medical,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
145300,32525,AdvancedNetworX,consulting,1,USA,,,0,0,,,0,0,,,0,0,50.0
145301,32526,Direct Medical Data,enterprise,1,USA,,,0,0,,,0,0,,,0,0,50.0
145303,32528,Atlan,security,1,USA,,,0,0,,,0,0,,,0,0,50.0
145304,32529,Axygen,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
145306,32530,Power Medical Interventions,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
145307,32531,Project Solutions Group,enterprise,1,USA,,,0,0,,,0,0,,,0,0,50.0
145309,32533,Pegasus Biologics,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
145311,32535,Erictric,other,0,USA,,,0,0,,,0,0,01/04/2009,01/04/2009,1,0,50.0
145312,32536,Alpha Innotech,biotech,1,USA,,,0,0,,,0,0,,,0,1,50.0
145313,32537,Danaher,unknown,1,USA,,,0,0,,,0,0,01/01/2009,01/01/2009,1,9,50.0
145314,32538,Micelle Laboratories,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
145315,32539,Merial Limited,biotech,1,USA,,,0,0,,,0,0,,,0,3,50.0
145318,32541,Boundaryless Brands,ecommerce,1,USA,,,0,0,,,0,0,,,0,1,50.0
145319,32542,Oxigene,biotech,1,USA,,,0,0,,,0,0,01/01/2010,01/01/2010,1,5,50.0
145329,3257,buy.at,advertising,1,USA,,,0,0,,,0,0,01/01/2006,01/03/2010,2,3,50.0
145368,32619,Health Impact Solutions,health,0,NLD,,,0,0,06/08/2009,06/08/2009,1,0,,,0,3,50.0
145373,32624,Minds and Machines,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
145374,32625,INDOM,network_hosting,1,FRA,,,0,0,06/07/2009,06/07/2009,1,0,,,0,0,50.0
145376,32627,Property & Portfolio Research,consulting,1,USA,,,0,0,,,0,0,,,0,0,50.0
145377,32628,Environmental Support Solutions,software,1,USA,,,0,0,12/04/2006,12/04/2006,1,8000000,,,0,0,50.0
145378,32629,GuestBridge,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
145379,32630,Core Mobility,software,1,USA,,,0,0,,,0,0,01/01/1982,01/01/1982,1,0,50.0
145382,32633,170 Systems,software,1,USA,,,0,0,16/04/2002,16/04/2002,1,14000000,01/01/2003,01/01/2003,1,2,50.0
145383,32634,Fortent,software,1,USA,,,0,0,,,0,0,,,0,1,50.0
145387,32638,OnSite Media,software,1,USA,,,0,0,,,0,0,,,0,0,50.0
145399,3265,PeopleSupport,software,1,USA,,,0,0,,,0,0,,,0,4,50.0
145401,32651,FXPress,software,1,unknown,,,0,0,,,0,0,,,0,0,50.0
145408,32658,Achillion Pharmaceuticals,biotech,1,USA,,,0,0,18/08/2010,18/08/2010,1,50100000,30/08/2012,01/05/2013,2,22,50.0
145415,3267,Tapioca Mobile,mobile,0,USA,,,0,0,01/09/2007,25/03/2008,2,5000000,,,0,5,50.0
145427,32681,TwitJump,web,1,USA,,,0,0,15/04/2009,15/04/2009,1,150000,,,0,1,50.0
145430,32686,YESTODATE.COM,other,0,USA,,,0,0,03/06/2009,03/06/2009,1,1000000,,,0,1,50.0
145434,32691,ClassifiedsFree.org,web,0,unknown,,,0,0,,,0,0,,,0,0,50.0
145453,32717,Talasim,social,0,JOR,,,0,0,25/09/2009,25/09/2009,1,73350,,,0,2,50.0
145455,32719,teentoday.co.uk,web,0,GBR,,,0,0,,,0,0,,,0,0,50.0
145461,32725,NeoNova Network Services,network_hosting,1,USA,,,0,0,18/09/2009,18/09/2009,1,2000000,01/07/2011,01/07/2013,2,19,50.0
145465,32730,Falling Pixel,games_video,1,GBR,,,0,0,,,0,0,01/07/2009,01/01/2011,2,3,50.0
145472,32739,ProFibrix,biotech,1,NLD,,,0,0,24/08/2009,05/08/2011,2,22000000,,,0,0,50.0
145480,3275,SanDisk,web,1,USA,07/04/2010,25/11/2013,5,5,,,0,0,01/10/2012,14/12/2012,2,34,0.6
145488,32759,Single-Woman.TV,games_video,0,USA,,,0,0,,,0,0,,,0,5,50.0
145491,32761,SecureWorks,security,1,USA,,,0,0,24/07/2009,24/07/2009,1,31500000,19/09/2005,04/01/2011,2,8,50.0
145499,3277,Buongiorno,mobile,1,ITA,,,0,0,,,0,0,29/04/2009,14/05/2012,4,19,50.0
145507,32778,Crucell,biotech,1,NLD,,,0,0,28/09/2009,28/09/2009,1,443000000,01/01/2009,01/01/2009,1,6,50.0
145509,32780,Moog,other,1,USA,,,0,0,,,0,0,,,0,1,50.0
145511,32782,GE Aviation Systems,software,1,USA,,,0,0,,,0,0,01/01/1986,01/01/1986,1,2,50.0
145512,32783,Pomeroy IT Solutions,consulting,1,USA,,,0,0,,,0,0,01/01/1989,01/01/1989,1,4,50.0
145516,32788,First Advantage,unknown,1,USA,25/09/2009,25/09/2009,1,1,,,0,0,,,0,2,0.0
145521,32793,mSpot,unknown,1,USA,,,0,0,01/08/2005,01/08/2005,1,2330000,05/01/2011,01/09/2012,3,12,50.0
145526,328,Tangler,web,0,USA,,,0,0,01/07/2006,01/07/2006,1,1500000,01/01/2004,26/05/2010,3,4,50.0
145530,32802,NXVISION,photo_video,0,GBR,,,0,0,01/01/2006,01/07/2009,3,2299586,,,0,0,50.0
145547,32822,ICAgen,biotech,1,USA,,,0,0,21/09/2009,21/09/2009,1,5000000,,,0,2,50.0
145559,32836,Biosyntech,biotech,0,CAN,,,0,0,14/08/2009,14/08/2009,1,1400000,,,0,0,50.0
145565,32841,Femta Pharmaceuticals,biotech,0,USA,,,0,0,17/07/2009,12/10/2010,2,23000000,,,0,0,50.0
145583,3286,Monitor110,web,0,USA,,,0,0,07/09/2006,01/11/2006,3,25000000,30/10/2006,27/08/2010,3,5,50.0
145584,32861,Digitrad Communications,mobile,0,FRA,,,0,0,01/01/2005,01/01/2005,1,2500000,01/10/2006,01/10/2006,1,4,50.0
145587,32864,GenTek,biotech,1,USA,,,0,0,,,0,0,,,0,0,50.0
145589,32866,ShareGrove,web,1,unknown,,,0,0,01/01/2009,01/01/2009,1,0,,,0,2,50.0
145599,32877,Techbargains,web,1,USA,,,0,0,,,0,0,01/06/2013,01/06/2013,1,1,50.0
145602,3288,WebVisible,software,0,USA,,,0,0,01/09/2005,11/02/2010,3,37000000,01/10/2010,18/10/2013,4,33,50.0
145614,32890,Cinn Dev,software,1,unknown,,,0,0,,,0,0,,,0,1,50.0
145615,32891,oSnapplications,software,0,unknown,,,0,0,,,0,0,15/08/2009,15/08/2009,1,2,50.0
145621,329,TextPayMe,web,1,USA,,,0,0,01/12/2005,01/12/2005,1,0,,,0,3,50.0
145622,3290,The Friday Pint Ltd,advertising,1,GBR,,,0,0,,,0,0,01/07/2006,07/01/2010,2,2,50.0
145626,32904,Glam .fr France,web,0,FRA,,,0,0,01/01/2010,01/01/2010,1,0,04/05/2010,27/11/2012,2,1,50.0
145641,3292,2Win-Solutions,software,0,ISR,,,0,0,01/01/2008,01/01/2008,1,0,,,0,2,50.0
145653,32935,HyperRoll,enterprise,1,USA,,,0,0,,,0,0,01/01/2003,01/01/2003,1,1,50.0
145654,32939,Peak Performance,software,1,unknown,,,0,0,,,0,0,,,0,0,50.0
145656,32941,UpCompany,web,0,unknown,,,0,0,25/09/2009,25/09/2009,1,5730000,11/10/2010,11/10/2010,1,1,50.0
145657,32942,Nabi Biopharmaceuticals,biotech,1,USA,,,0,0,29/09/2009,29/09/2009,1,10000000,01/01/1991,01/01/1991,1,1,50.0
145659,32944,Valeant Pharmaceuticals International,biotech,1,USA,,,0,0,,,0,0,01/10/2010,17/06/2013,2,5,50.0
